Category	Msg	Pattern
command-and-control	ET DELETED ABUSE.CH Ransomware Domain Detected (TorrentLocker C2)	"/[a-z]{4,10}\x08velodrivve\x03biz\x00/"
trojan-activity	ET MALWARE JS/WSF Downloader Dec 08 2016 M2	"/^\d+[\x22\x27]/R"
command-and-control	ET MALWARE njRAT/Bladabindi Variant (Lime) CnC Checkin	"/^[0-9]{2,3}\x00\x6c\x6c(?P<var>[\x20-\x2f\x30-\x39\x3a-\x40\x5b-\x60\x7b-\x7e][\x20-\x7e]+?[\x20-\x2f\x30-\x39\x3a-\x40\x5b-\x60\x7b-\x7e])(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=|[A-Za-z0-9+/]{4})(?P=var)[^\r\n]+(?P=var)$/s"
social-engineering	ET PHISHING Badoo Phishing Landing 2018-07-19	"/^\d{5,20}\x22/QR"
trojan-activity	ET POLICY Explorer Shell CLSID COM Object Call Method Inbound via TCP	"/^[a-f0-9]{8}-[a-f0-9]{4}-[a-f0-9]{4}-[a-f0-9]{4}-[a-f0-9]\x7d/Ri"
trojan-activity	ET SCAN WebHack Control Center User-Agent Inbound (WHCC/)	"/User-Agent\:[^\n]+WHCC/i"
command-and-control	ET MALWARE Win32/Unk.BrowserStealer Data Exfil M1	"/^(?:-[0-9]+|[A-F0-9]{32})=1&type=txt$/Rsi"
attempted-user	ET WEB_CLIENT Possible Embedded NTLM Hash Theft Code	"/^\s*[\x22\x27]\s*file\x3a\x2f\x2f\x2f\x5c\x5c[^\x20]+\x5cC\$\x5c\s*[\x22\x27]/Rsi"
command-and-control	ET MALWARE Win32/Sarwent Initial Checkin CnC Response	"/^[^\x20-\x7e\r\n]/R"
command-and-control	ET MALWARE Win32/Sarwent Initial Checkin CnC Response	"/^(?:[a-f0-9]{2}-){5}[a-f0-9]{2}/R"
command-and-control	ET MALWARE Inbound MonetizeUs/LNKR Struct	"/^[a-f0-9]{18}\x22/R"
trojan-activity	ET MALWARE Possible Godzilla Loader Base64 Filename	"/^(?P<id>[a-z])\x22\sname=\x22(?P=id)\x22>[a-zA-Z0-9+/=]{28}/Rsi"
command-and-control	ET MALWARE MSIL/CoalaBot CnC Activity	"/^[A-Za-z0-9]{10,}[\-\)\(]{1,2}/i"
social-engineering	ET PHISHING Possible Phishing Landing - Data URI Inline Javascript Mar 07 2016	"/^[^\x22|\x27]+<\s*?script(?:(?!<\s*?\/\s*?script).)+?data\x3atext\/html\x3b(?:charset=UTF-8\x3b)?base64\x2c/si"
trojan-activity	ET DELETED Pitbull IRCbotnet Commands	"/PRIVMSG.*@(portscan|nmap|back|udpflood|tcpflood|httpflood|linuxhelp|rfi|system|milw0rm|logcleaner|sendmail|join|part|help)/i"
policy-violation	ET POLICY External Windows Update in Progress	"/User-Agent|3a|[^\n]+Windows-Update-Agent/Hsmi"
web-application-attack	ET ACTIVEX Gesytec ElonFmt ActiveX Component GetItem1 member Buffer Overflow Attempt	"/<OBJECT\s+[^>]*classid\s*=\s*[\x22\x27]?\s*clsid\s*\x3a\s*\x7B?\s*824C4DC5-8DA4-11D6-A01F-00E098177CDC/si"
trojan-activity	ET MALWARE FakeAV Reporting - POST often to resolution|borders.php	"/data=[a-zA-Z0-9\+\/]{64}/P"
trojan-activity	ET MALWARE Keylogger Pro Update Check	"/<root><clnt>\d{8}-\d{4}-\d{4}-\d{4}-[0-9A-F]{12}</clnt><code>CheckUpdate</code>/P"
misc-attack	ET ACTIVEX Windows Help Center Arbitrary Command Execution Exploit Attempt	"/src\s*=\s*[\x22\x27]?hcp\x3a\x2f\x2F[^\n]*?(%3c|<)script[^\n]*?defer[^\n]*?unescape/i"
command-and-control	ET MALWARE W32/DirtJumper CnC Server Providing DDOS Targets	"/\d{2}\x7C\d{1,3}\x7C\d{1,3}http\x3A\x2F\x2F/Ai"
policy-violation	ET POLICY Binary Download Smaller than 1 MB Likely Hostile	"/\x0d\x0aContent-Length\x3a \d{0,6}\x0d\x0a/"
exploit-kit	ET EXPLOIT_KIT Possible Glazunov Java exploit request /9-10-/4-5-digit	"/^\/\d{9,10}\/\d{4,5}$/U"
command-and-control	ET MALWARE Zeus Checkin Header Pattern	"/^X-ID\x3a\x20\d+\r?$/Hm"
exploit-kit	ET EXPLOIT_KIT CoolEK Jar Download Sep 30 2013	"/\/index\.html\?p=\d+$/U"
command-and-control	ET MALWARE Bebloh C&C HTTP POST	"/\/ff\.ie\?rnd=\x2d?\d/Ui"
exploit-kit	ET EXPLOIT_KIT Sweet Orange applet structure June 27 2013	"/^[\r\n\s]*?=[\r\n\s]*?[\x22\x27][^\x22\x27]*?[a-f0-9]/R"
trojan-activity	ET DELETED Potential FakeAV download ASetup_2009.exe variant	"/\/[A-Z]Setup_[0-9]{4}\.exe$/Ui"
command-and-control	ET MALWARE Chinese Bootkit Checkin	"/c=[a-z0-9]{2}-[a-z0-9]{2}-[a-z0-9]{2}-[a-z0-9]{2}-[a-z0-9]{2}-[a-z0-9]{2}/iU"
web-application-attack	ET DELETED PHP Remote File Inclusion (monster list http)	"/\.php.+?(?:c(?:(?:onfi|f)g|alendar)|p(?:a(?:ge|th)|rog)|l(?:ang(uage)?|ib)|f(?:older|ile|ad)|d(?:omain|ir|f)|s(?:ettings|bp)|a(?:genda|uth)|i(?:con|ncl|d)|n(?:ame|ews)|r(?:oot|f)|gallery|type|ext|mod|[a-z](\[.*\])+?)\s*=\s*https?/Ui"
bad-unknown	ET DELETED Potential FAKEAV Download a-f0-9 x16 download	"/\/[a-f0-9]{16}\/.+?\.(exe|zip)$/U"
trojan-activity	ET MALWARE Possible Upatre Downloader SSL certificate (fake org)	"/^.{2}(?P<fake_org>([asdfgh]+|[qwerty]+|[zxcvbn]+|[23werf]+)[01]).+?\x06\x03\x55\x04\x0a.{2}(?P=fake_org)/Rs"
bad-unknown	ET HUNTING Suspicious Quotation Mark Usage in FTP Username	"/^USER [^\r\n]*?\x22/"
exploit-kit	ET WEB_CLIENT Possible Sweet Orange Landing Nov 3 2014	"/^[^>\r\n<]+>[A-Za-z]{70}/R"
exploit-kit	ET EXPLOIT_KIT Archie EK T2 SWF Exploit Struct Nov 20 2014	"/^\/[a-f0-9]{64}\.swf$/U"
exploit-kit	ET EXPLOIT_KIT Archie EK T2 SWF Exploit Struct Nov 20 2014	"/^Host\x3a\s*?\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\x3a/Hmi"
trojan-activity	ET WEB_CLIENT Upatre Redirector IE Requesting Payload Jan 19 2015	"/\d\.js\?get_message(?:=-?\d+?)?$/U"
trojan-activity	ET WEB_CLIENT Upatre Redirector IE Requesting Payload Jan 19 2015	"/^[^\r\n]+?\.html?\r?$/RHmi"
trojan-activity	ET WEB_CLIENT Upatre Redirector Jan 9 2015	"/\d\.js\?[a-zA-Z0-9]{7,16}=[^&]+(?:&[a-zA-Z0-9]{7,16}=[^&]+){3}\.js$/U"
trojan-activity	ET WEB_CLIENT Upatre Redirector Jan 9 2015	"/^[^\r\n]+\.html\r?$/RHmi"
attempted-dos	ET WEB_SPECIFIC_APPS Possible Netscaler SQLi bypass (URI data)	"/(?:(?:S(?:HOW (?:C(?:UR(?:DAT|TIM)E|HARACTER SET)|(?:VARI|T)ABLES)|ELECT (?:FROM|USER))|U(?:NION SELEC|PDATE SE)T|DELETE FROM|INSERT INTO)|S(?:HOW.+(?:C(?:HARACTER.+SET|UR(DATE|TIME))|(?:VARI|T)ABLES)|ELECT.+(?:FROM|USER))|U(?:NION.+SELEC|PDATE.+SE)T|DELETE.+FROM|INSERT.+INTO)/Ui"
attempted-dos	ET WEB_SPECIFIC_APPS Possible Netscaler SQLi bypass (POST data)	"/(?:(?:S(?:HOW (?:C(?:UR(?:DAT|TIM)E|HARACTER SET)|(?:VARI|T)ABLES)|ELECT (?:FROM|USER))|U(?:NION SELEC|PDATE SE)T|DELETE FROM|INSERT INTO)|S(?:HOW.+(?:C(?:HARACTER.+SET|UR(DATE|TIME))|(?:VARI|T)ABLES)|ELECT.+(?:FROM|USER))|U(?:NION.+SELEC|PDATE.+SE)T|DELETE.+FROM|INSERT.+INTO)/Pmi"
attempted-dos	ET WEB_SPECIFIC_APPS Possible Netscaler SQLi bypass (cookie)	"/(?:(?:S(?:HOW (?:C(?:UR(?:DAT|TIM)E|HARACTER SET)|(?:VARI|T)ABLES)|ELECT (?:FROM|USER))|U(?:NION SELEC|PDATE SE)T|DELETE FROM|INSERT INTO)|S(?:HOW.+(?:C(?:HARACTER.+SET|UR(DATE|TIME))|(?:VARI|T)ABLES)|ELECT.+(?:FROM|USER))|U(?:NION.+SELEC|PDATE.+SE)T|DELETE.+FROM|INSERT.+INTO)/Cmi"
command-and-control	ET MALWARE njrat ver 0.7d Malware CnC Callback (Message)	"/^\d{1,6}\x00msg\x7c/i"
attempted-user	ET EXPLOIT CVE-2016-0189 Common Construct M1	"/^\s*?\x29/Rs"
attempted-user	ET EXPLOIT CVE-2016-0189 Common Construct M2	"/^\s*\x28/Rs"
attempted-user	ET EXPLOIT CVE-2016-0189 Common Construct M2	"/^\s*?\(x\s*,\s*1,\s*24000\s*\x29/Rs"
exploit-kit	ET EXPLOIT_KIT EITest Inject (compromised site) Sep 12 2016	"/^(?P<split>.{1,10})2f(?P=split)64(?P=split)69(?P=split)76(?P=split)3e(?P=split)?[^\x22\x27]*[\x22\x27]\.replace\s*\(\s*[\x22\x27]?\/(?P=split)\/g[\x22\x27]?\s*,\s*[\x22\x27]\x25[\x22\x27]\s*\x29\s*\x3b/Ri"
exploit-kit	ET EXPLOIT_KIT DNSChanger EK Secondary Landing Oct 31 2016	"/^[\s\x2c\x3b]/Rs"
exploit-kit	ET EXPLOIT_KIT DNSChanger EK Secondary Landing Oct 31 2016	"/^\s*=\s*[\x22\x27]?(?:10|127|172\.(?:1[6-9]|2[0-9]|3[01])|192\.168)\./R"
trojan-activity	ET MALWARE JS/WSF Downloader Dec 08 2016	"/^\/counter\/\?(?:[a-z]=(?:0\.\d{8}|1[A-Z0-9a-z]+))+&r=\d+$/U"
attempted-user	ET WEB_CLIENT Malicious SCF File Inbound	"/^\s*=\s*\x5c\x5c/Rs"
attempted-admin	ET EXPLOIT HP Printer Attempted Path Traversal via PJL	"/^\s*[\x22\x27][^\x22\x27]{0,128}\x2e\x2e/Ri"
trojan-activity	ET WEB_CLIENT Possible BadRabbit Driveby Download M1 Oct 24 2017	"/^\s*\(\s*[\x22\x27]Content\-Type/Ri"
trojan-activity	ET WEB_CLIENT Possible BadRabbit Driveby Download M1 Oct 24 2017	"/^\s*==\s*4/Ri"
trojan-activity	ET WEB_CLIENT Possible BadRabbit Driveby Download M1 Oct 24 2017	"/^\s*==\s*200/Ri"
trojan-activity	ET MALWARE Windows executable base64 encoded	"/^[A-Za-z0-9]{3}(?:[A-Za-z0-9+/]{4}|\s){100}/Rs"
trojan-activity	ET MALWARE Windows executable base64 encoded	"/[^A-Za-z0-9+/]TVqQA/"
web-application-attack	ET ACTIVEX DB Software Laboratory VImpX.ocx ActiveX Control Multiple Insecure Methods	"/(LogFile|ClearLogFile|SaveToFile)/i"
exploit-kit	ET EXPLOIT_KIT CritX/SafePack/FlashPack URI Format June 17 2013 2	"/\.php\?hash=I3QxW[A-Za-z0-9\+\/]+={0,2}$/U"
exploit-kit	ET EXPLOIT_KIT Styx Exploit Kit Landing Applet With Payload	"/^[\r\n\s]*?=[\r\n\s]*?[\x22\x27][^\x22\x27]+?\/[a-zA-Z0-9\/\-\_]{60,}\/[a-zA-Z0-9]+\.exe\?[a-zA-Z0-9]+=[a-zA-Z0-9]+(&h=\d+)?[\x22\x27]/R"
command-and-control	ET MALWARE Malicious Office Doc CnC Beacon	"/\/im(?:age|g)\.php\?id=\d+$/U"
social-engineering	ET EXPLOIT_KIT EITest SocEng Inject Jan 15 2017 M2	"/^(?=[^>]*type\s*=\s*[\x22\x27]hidden[\x22\x27])(?=[^>]*name\s*=\s*[\x22\x27]infol[\x22\x27])[^>]*value\s*=\s*[\x22\x27][A-Za-z0-9+/]+[\x22\x27]/Rsi"
trojan-activity	ET MALWARE Windows Scriptlet Invoking Powershell Likely Malicious	"/^.{1,1000}p(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?(?:\^(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?)?o(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?(?:\^(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?)?w(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?(?:\^(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?)?e(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?(?:\^(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?)?r(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?(?:\^(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?)?s(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?(?:\^(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?)?h(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?(?:\^(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?)?e(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?(?:\^(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?)?l(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?(?:\^(?:[\x22\x27]\s*[\x26\x2b]\s*[\x22\x27])?)?l/Rsi"
attempted-user	ET WEB_CLIENT PowerShell call in script 1	"/^((?!<\/script>).)+?powershell\.exe/Rsi"
attempted-user	ET WEB_CLIENT PowerShell call in script 2	"/^\W/Rs"
trojan-activity	ET PHISHING Possible Glitch.me Phishing Domain	"/^[a-z]+\-[a-z]+\-[a-z0-9]{8,11}\.glitch\.me$/"
trojan-activity	ET MALWARE Dridex POST Retrieving Second Stage M2	"/^[\x20-\x7e\r\n]{0,20}[^\x20-\x7e\r\n]/R"
trojan-activity	ET MALWARE Dridex POST Retrieving Second Stage M2	"/^(?=[a-z0-9]{0,19}[A-Z])(?:(?=[A-Z0-9]{0,19}[a-z])|(?=[A-Za-z]{0,19}\d)|(?=[A-Z]+\.))[a-zA-Z0-9]{3,20}[\x2e\x20][a-z]{2,3}$/"
trojan-activity	ET POLICY Tor2Web .onion Proxy Service SSL Cert (2)	"/^(?:sh|lu|to)/Ri"
command-and-control	ET MALWARE Win64/Havex Checkin	"/^\d{30}\w{6}-\d{2}-\d{3}-\d{9}$/R"
web-application-attack	ET WEB_SERVER SELECT USER SQL Injection Attempt in URI	"/SELECT[^a-z]+USER/i"
attempted-admin	ET EXPLOIT Likely Struts S2-053-CVE-2017-12611 Exploit Attempt M1	"/=\s*\x25\s*\{\s*.+?\bProcessBuilder\b/i"
attempted-recon	ET POLICY MOBILE Apple device leaking UDID from SpringBoard via GET	"/[0-9a-f]{40}[^0-9a-f]/"
trojan-activity	ET MALWARE Suspected Zebrocy Downloader Traffic	"/(?:\d{1,3}\.){3}\d{1,3}/"
targeted-activity	ET MALWARE Cobalt Strike Beacon Observed	"/^[a-zA-Z0-9/+]{171}=/R"
credential-theft	ET PHISHING Successful BankAustria Phish Nov 03 2017	"/^[a-z]*?[0-9]{3,9}[a-z]*?\.[a-z]{2,4}/R"
social-engineering	ET PHISHING BankAustria Phishing Domain Nov 03 2017	"/^[a-z]*?[0-9]{3,9}[a-z]*?\.[a-z]{2,4}$/Ri"
misc-activity	ET HUNTING Possible EXE Download From Suspicious TLD (.gdn) - set	"/^(?:\x3a\d{1,5})?$/"
trojan-activity	ET MALWARE MWI Maldoc Stats Callout Aug 18 2015	"/\/im(?:g\.(?:jpg|php)|age\.php)\?id=\d+(?:(?:&data=|&bid=)[^&]*?)?$/"
trojan-activity	ET MALWARE MWI Maldoc Stats Callout Aug 18 2015	"/ms-?office/"
trojan-activity	ET ATTACK_RESPONSE Zone-H.org defacement notification	"/\/notify\/(?:single|mass)$/i"
command-and-control	ET MALWARE Win32/Backdoor.Agent.qweydh CnC Checkin M1	"/^(?:Connection\r\n)?\r\n$/R"
command-and-control	ET MALWARE Sharik/Smoke CnC Beacon 9	"/(?:MSIE|rv\x3a)/"
social-engineering	ET PHISHING Obfuscated Chase Phishing Landing 2016-03-23	"/^\s*?\(\s*?unescape\s*?\(/Rsi"
command-and-control	ET MALWARE Oilrig Stealer CnC Checkin	"/^[0-9]+lu[0-9]+d[0-9]+$/Ri"
attempted-user	ET ATTACK_RESPONSE WSO - WebShell Activity - POST structure	"/a=(?:S(?:e(?:lfRemove|cInfo)|tringTools|afeMode|ql)|(?:Bruteforc|Consol)e|FilesMan|Network|Logout|Php)/"
trojan-activity	ET MALWARE MoneroPay Ransomware Payment Activity	"/^[a-f0-9]{16}$/R"
command-and-control	ET MALWARE Formbook 0.3 Checkin	"/^[a-z0-9_\/+-]{1000}/Ri"
credential-theft	ET PHISHING Possible Successful Generic Phish (set) Feb 26 2016	!"/^agent/PRi"
command-and-control	ET MALWARE Win32/GandCrab Ransomware CnC Activity	"/^[0-9]{2,6}$/R"
command-and-control	ET MALWARE Win32/GandCrab Ransomware CnC Activity	"/^(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=|[A-Za-z0-9+/]{4})$/Rs"
trojan-activity	ET MALWARE Possible Sharik/Smoke Loader Microsoft Connectivity check	"/^\d{4,8}$/R"
social-engineering	ET PHISHING Ebay Phishing Landing 2018-02-07	"/^[a-z0-9]{15}\./R"
bad-unknown	ET WEB_CLIENT [Deepend Research] BestaBid FakeFlash Redirect	"/^[^\r\n]+\/\?pcl=(?:[a-zA-Z0-9_-]{86}|[a-zA-Z0-9_-]{43})\x2e{1,2}&cid=/i"
command-and-control	ET MALWARE Sharik/Smoke CnC Beacon 10	"/\/\d+\/$/"
command-and-control	ET MALWARE Sharik/Smoke CnC Beacon 10	"/^[\x20-\x7e\r\n]{0,20}[^\x20-\x7e\r\n]/s"
attempted-admin	ET WEB_SPECIFIC_APPS [PT OPEN] Drupalgeddon2 <8.3.9 <8.4.6 <8.5.1 RCE Through Registration Form (CVE-2018-7600)	"/(%23|#)(access_callback|pre_render|post_render|lazy_builder)/i"
trojan-activity	ET MALWARE LokiBot Cryptocurrency Wallet Exfiltration Detected	"/^[\x00-\x01]\x00.\x00{3}/R"
trojan-activity	ET MALWARE LokiBot Keylogger Data Exfiltration Detected M1	"/^[\x00-\x01]\x00.\x00[\x00-\x01]\x00.\x00.{4}\x01\x00.\x00{3}.{48}\x05\x00{3}/R"
trojan-activity	ET MALWARE LokiBot Application/Credential Data Exfiltration Detected M2	"/^User-Agent\x3a\x20[^\r\n]+\r\nHost\x3a\x20[^\r\n]+\r\nAccept\x3a\x20[^\r\n]+\r\nContent-Type\x3a\x20application\x2foctet-stream\r\nContent-Encoding\x3a\x20binary\r\nContent-Key\x3a\x20[A-Z0-9]{8}\r\n/i"
command-and-control	ET MALWARE LokiBot Request for C2 Commands Detected M2	"/^User-Agent\x3a\x20[^\r\n]+\r\nHost\x3a\x20[^\r\n]+\r\nAccept\x3a\x20[^\r\n]+\r\nContent-Type\x3a\x20application\x2foctet-stream\r\nContent-Encoding\x3a\x20binary\r\nContent-Key\x3a\x20[A-Z0-9]{8}\r\nContent-Length\x3a\x20[^\r\n]+\r\nConnection\x3a\x20close/i"
credential-theft	ET PHISHING Successful Generic Phish (set) 2018-04-17	"/^ui=[^&]+&pw=/i"
attempted-user	ET WEB_SPECIFIC_APPS Drupal RCE (CVE-2018-7602)	"/(?:%(?:25)?23|#)/"
attempted-admin	ET WEB_SPECIFIC_APPS Drupalgeddon2 <8.3.9 <8.4.6 <8.5.1 RCE Through Registration Form (CVE-2018-7600)	"/(?:%(?:25)?23|#)\s*(access_callback|pre_render|post_render|lazy_builder)/"
command-and-control	ET MALWARE MSIL/Karmen Ransomware CnC Activity	"/\.php\?id=[A-Za-z0-9]{10,20}(?:&key=[A-Za-z0-9]{10,30})?$/i"
command-and-control	ET MALWARE MSIL/Karmen Ransomware CnC Activity	"/^Host\x3a\x20[^\r\n]+\r\n(?:Connection\x3a\x20Keep-Alive\r\n)?(?:\r\n)?$/mi"
command-and-control	ET MALWARE Win32/Emotet CnC Checkin (POST)	"/^(?:WOW64\x3b\s)?Trident\/[457]\.0\x3b\s*SLCC2\x3b\s\.NET\sCLR\s2\.0\.50727\x3b\s\.NET\sCLR\s3\.5\.30729\x3b\s(?:\x20\.NET\x20CLR\x203\.5\.30729\x3b\s)?\.NET\sCLR\s3\.0\.30729\x3b\sMedia\sCenter\sPC\s6\.0\x3b\s\.NET4\.0C\x3b\s\.NET4\.0E(?:\.NET4\.0E(?:\x3b\s)?)?(?:\x3b\sInfoPath\.3)?\)$/Rs"
web-application-attack	ET WEB_SPECIFIC_APPS WordPress Plugin iThemes Security SQL Injection	"/&orderby=(?:[a-zA-Z0-9_])*[\x2c\x22\x27\x28]/i"
web-application-attack	ET WEB_SPECIFIC_APPS Joomla Component Ek rishta 2.10 - SQL Injection 3	"/^(?:[a-zA-Z0-9_])*[\x2c\x22\x27\x28]/Ri"
web-application-attack	ET WEB_SPECIFIC_APPS WordPress Contact Form Maker Plugin - SQL Injection 1	"/^(?:[a-zA-Z0-9_%+])*(?:[\x2c\x22\x27\x28]|\x252[c278])/Ri"
attempted-user	ET EXPLOIT D-Link DSL-2750B - OS Command Injection	"/^[ a-zA-Z0-9+_]*[\x27\x3b]/Ri"
attempted-user	ET EXPLOIT VMware NSX SD-WAN Command Injection	"/destination=[^&]*\x24\x28/i"
attempted-user	ET EXPLOIT VMware NSX SD-WAN Command Injection 2	"/name=[^&]*\x24\x28/i"
attempted-user	ET EXPLOIT Nagios XI SQL Injection 2	"/^[^&]+\x2527(?:UNION|SELECT)/Ri"
web-application-attack	ET WEB_SPECIFIC_APPS SoftExpert Excellence Suite 2.0 SQL Injection	"/^[a-z0-9A-Z]+[^&]+[\x27\x22]/Ri"
attempted-user	ET WEB_SPECIFIC_APPS Airties AIR5444TT - Cross-Site Scripting	"/^[^&]+(?:s(?:cript|tyle\x3D)|on(?:mouse[a-z]|key[a-z]|load|unload|dragdrop|blur|focus|click|dblclick|submit|reset|select|change))/Ri"
trojan-activity	ET MALWARE Possible Zeus P2P Variant Check-in	"/^[a-z0-9]+\.(?:biz|com|net|org)/"
attempted-user	ET WEB_SPECIFIC_APPS Elektronischer Leitz-Ordner 10 - SQL Injection	"/^[^&]*[\x22\x27\x28]/Ri"
attempted-admin	ET WEB_SPECIFIC_APPS [eSentire] Drupalgeddon2 <8.3.9 <8.4.6 <8.5.1 RCE Through Registration Form (CVE-2018-7600)	"/^\[(?:%(?:25)?23|#)\s*(?:access_callback|pre_render|post_render|lazy_builder)/Ri"
attempted-user	ET WEB_SPECIFIC_APPS GitStack - Unsanitized Argument Remote Code Execution	"/(?:Y21kIC9jIHBvd2Vyc2hlbGwuZXhl|NtZCAvYyBwb3dlcnNoZWxsLmV4Z|jbWQgL2MgcG93ZXJzaGVsbC5leG)/Ri"
misc-activity	ET HUNTING Suspicious Request to Image with User-Agent Ending in .exe	"/\.(?:gif|jpe?g|png)$/i"
attempted-user	ET WEB_SPECIFIC_APPS Hadoop YARN ResourceManager Unauthenticated Command Execution	"/(?:f0VM|9FT|\/RU)/R"
trojan-activity	ET MALWARE EXE Download Request To Wordpress Folder Likely Malicious	"/^(?:\?[0-9])?/R"
trojan-activity	ET MALWARE EXE Download Request To Wordpress Folder Likely Malicious	"/\/wp-(?:content|admin|includes)\//"
exploit-kit	ET EXPLOIT_KIT Possible Malvertising Redirect to EK M1	"/^\s*type\s*=\s*[\x22\x27]\s*text\/javascript\s*[\x22\x27]\s*>\s+var\s*(?P<timestamp>[A-Za-z0-9]{1,25})\s*=\s*\(new\sDate\(\)\)\.getTime\(\)\;\s+(?P<url>[A-Za-z0-9]{1,25})\s*=\s*[\x22\x27]\s*[^\r\n]+\.php\?JBOSSESSION=\s*[\x22\x27]\s+(?P<urlvar2>[A-Za-z0-9]{1,25})\s*=\s*(?P=url)\s*\+\s*(?P=timestamp)\s+window\.location\.href\s*=\s*(?P=urlvar2)\s+/Rsi"
exploit-kit	ET EXPLOIT_KIT Possible Underminer EK Landing	"/^[^\r\n]+\s*\)\s*\!==\s*[\x22\x27]undefined[\x22\x27]\s*\)\{\s+var\s+(?P<var>[A-Za-z0-9]{1,25})\s*=\s*[^\.]+\.getElementById\s*\([\x22\x2][^\x22\x27]+[\x22\x27]\s*\)\s*\x3b\s+(?P=var)\s*\.\s*elements\[[\x22\x27][^\x22\x27]+[\x22\x27]\]\.value\s*=\s*[0-9]{1,15}\s*\;/Rsi"
exploit-kit	ET EXPLOIT_KIT Possible Underminer EK Landing	"/^\s*[\x22\x27][^\r\n]+\/[a-z0-9]{20,40}\.js[\x22\x27]\s*>\s*<\/script>\s*<\/body>/Rs"
attempted-user	ET WEB_SPECIFIC_APPS MicroFocus Secure Messaging Gateway SQL Injection	"/^[a-z0-9A-Z]+\x252[270]/R"
trojan-activity	ET INFO Inbound PowerShell Checking for Virtual Host (Win32_PointingDevice WMI)	"/^\x22(?:v(mware|irtual|irtualbox|m\x20ware|box))/Rsi"
attempted-admin	ET EXPLOIT Possible Vacron NVR Remote Command Execution M2	"/[^&]*(?:\x60|\x24)/R"
attempted-admin	ET EXPLOIT NUUO OS Command Injection M2	"/(?:\x60|\x24)/"
command-and-control	ET MALWARE [eSentire] Win32/GandCrab v4/5 Ransomware CnC Activity	"/\.(?:bmp|png|gif|jpg)$/"
command-and-control	ET MALWARE [eSentire] Win32/GandCrab v4/5 Ransomware CnC Activity	"/^(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=|[A-Za-z0-9+/]{4})$/si"
trojan-activity	ET MALWARE Suspected DNS2TCP Auth	"/^[A-Za-z0-9\/\-\+]{40,}\.=auth\./"
trojan-activity	ET MALWARE Suspected DNS2TCP Connect	"/^[A-Za-z0-9\/\-\+]{10,}\.=connect\./"
trojan-activity	ET MALWARE Suspected fraud-bridge DNS Tunnel	"/^[A-Za-z0-9\/\-\+]{10,}AAAA--\./s"
exploit-kit	ET EXPLOIT_KIT Underminer EK Key POST	"/\/(?![a-z]{26}|[0-9]{26})[a-z0-9]{26}\.html$/i"
exploit-kit	ET EXPLOIT_KIT Underminer EK Key POST	"/^[^\r\n]+(?![a-z]{26}|[0-9]{26})[a-z0-9]{26}\.html/"
exploit-kit	ET EXPLOIT_KIT Underminer EK Resource File Download M1	"/^[^\r\n]+(?![a-z]{26}|[0-9]{26})[a-z0-9]{26}\.html/i"
trojan-activity	ET MALWARE Kraken Ransomware End Activity	"/^[A-Z]{2}-[0-9]{1,5}\x3aEnd(?:\x3a[0-9]{1,5})?$/"
coin-mining	ET WEB_CLIENT Fake FlashPlayer Update Leading to CoinMiner M1 2018-10-12	"/^[a-z0-9]{6,15}$/Ri"
credential-theft	ET PHISHING Successful Generic Phish (set) 2018-10-16	"/^id=[^&%]+%40[^&]+&pass=/i"
